配信日,開始時刻,歌枠URL,枠タイトル,曲順,曲名,アーティスト名,キー,ジャンル,セトリ原文,タイムスタンプ,確認状態,備考,正規化曲名,正規化アーティスト,曲キー,重複チェック,D1投入
2026/04/29,,https://www.youtube.com/live/oTMHS3yyUGM?si=zm-R3T3fAlXrikjh,【 #歌枠 】リクエスト歌枠！4月もありがとーね！【 茨むあん︙Vsinger  】#vtuber #karaoke,1,脱獄,Neru,,,00:13:51 01. 脱獄[Datsugoku] / Neru,00:13:51,確認済み,,脱獄,Neru,脱獄 / Neru,,未投入
2026/04/29,,https://www.youtube.com/live/oTMHS3yyUGM?si=zm-R3T3fAlXrikjh,【 #歌枠 】リクエスト歌枠！4月もありがとーね！【 茨むあん︙Vsinger  】#vtuber #karaoke,2,鬼ノ宴,友成空,,,00:17:38 02. 鬼ノ宴[Oni no utage] / 友成空,00:17:38,確認済み,,鬼ノ宴,友成空,鬼ノ宴 / 友成空,,未投入
2026/04/29,,https://www.youtube.com/live/oTMHS3yyUGM?si=zm-R3T3fAlXrikjh,【 #歌枠 】リクエスト歌枠！4月もありがとーね！【 茨むあん︙Vsinger  】#vtuber #karaoke,3,好きすぎて滅！,M!LK,,,00:26:43 03. 好きすぎて滅！[Suki sugite metsu!] / M!LK,00:26:43,確認済み,,好きすぎて滅！,M!LK,好きすぎて滅！ / M!LK,,未投入
2026/04/29,,https://www.youtube.com/live/oTMHS3yyUGM?si=zm-R3T3fAlXrikjh,【 #歌枠 】リクエスト歌枠！4月もありがとーね！【 茨むあん︙Vsinger  】#vtuber #karaoke,4,春泥棒,ヨルシカ,,,00:32:36 04. 春泥棒[Haru dorobou] / ヨルシカ,00:32:36,確認済み,,春泥棒,ヨルシカ,春泥棒 / ヨルシカ,,未投入
2026/04/29,,https://www.youtube.com/live/oTMHS3yyUGM?si=zm-R3T3fAlXrikjh,【 #歌枠 】リクエスト歌枠！4月もありがとーね！【 茨むあん︙Vsinger  】#vtuber #karaoke,5,ノーチラス,ヨルシカ,,,00:37:49 05. ノーチラス[Nautilus] / ヨルシカ,00:37:49,確認済み,,ノーチラス,ヨルシカ,ノーチラス / ヨルシカ,,未投入
2026/04/29,,https://www.youtube.com/live/4winI-B-SdA?si=vCxhlyo40oQRXx-A,【 #歌枠 】リクエスト歌枠！4月もありがとーね！２【 茨むあん︙Vsinger  】#vtuber #karaoke,1,UNDEAD,YOASOBI,,,00:05:43 01. UNDEAD / YOASOBI,00:05:43,確認済み,,UNDEAD,YOASOBI,UNDEAD / YOASOBI,,未投入
2026/04/29,,https://www.youtube.com/live/4winI-B-SdA?si=vCxhlyo40oQRXx-A,【 #歌枠 】リクエスト歌枠！4月もありがとーね！２【 茨むあん︙Vsinger  】#vtuber #karaoke,2,女の子になりたい,まふまふ,,,00:12:32 02. 女の子になりたい[Onnanoko ni naritai] / まふまふ,00:12:32,確認済み,,女の子になりたい,まふまふ,女の子になりたい / まふまふ,,未投入
2026/04/29,,https://www.youtube.com/live/4winI-B-SdA?si=vCxhlyo40oQRXx-A,【 #歌枠 】リクエスト歌枠！4月もありがとーね！２【 茨むあん︙Vsinger  】#vtuber #karaoke,3,サンドリヨン,シグナルP,,,00:17:56 03. サンドリヨン[Cendrillon] / シグナルP,00:17:56,確認済み,,サンドリヨン,シグナルP,サンドリヨン / シグナルP,,未投入
2026/04/29,,https://www.youtube.com/live/4winI-B-SdA?si=vCxhlyo40oQRXx-A,【 #歌枠 】リクエスト歌枠！4月もありがとーね！２【 茨むあん︙Vsinger  】#vtuber #karaoke,4,IGNITE,藍井エイル,,,00:23:58 04. IGNITE / 藍井エイル,00:23:58,確認済み,,IGNITE,藍井エイル,IGNITE / 藍井エイル,,未投入
2026/04/29,,https://www.youtube.com/live/4winI-B-SdA?si=vCxhlyo40oQRXx-A,【 #歌枠 】リクエスト歌枠！4月もありがとーね！２【 茨むあん︙Vsinger  】#vtuber #karaoke,5,炎,LiSA,,,00:30:40 05. 炎[Homura] / LiSA,00:30:40,確認済み,,炎,LiSA,炎 / LiSA,,未投入
2026/04/29,,https://www.youtube.com/live/4winI-B-SdA?si=vCxhlyo40oQRXx-A,【 #歌枠 】リクエスト歌枠！4月もありがとーね！２【 茨むあん︙Vsinger  】#vtuber #karaoke,6,シルシ,LiSA,,,00:38:38 06. シルシ[Shirushi] / LiSA,00:38:38,確認済み,,シルシ,LiSA,シルシ / LiSA,,未投入
2026/04/29,,https://www.youtube.com/live/4winI-B-SdA?si=vCxhlyo40oQRXx-A,【 #歌枠 】リクエスト歌枠！4月もありがとーね！２【 茨むあん︙Vsinger  】#vtuber #karaoke,7,フィクサー,ぬゆり,,,00:51:10 07. フィクサー[Fixer] / ぬゆり,00:51:10,確認済み,,フィクサー,ぬゆり,フィクサー / ぬゆり,,未投入
2026/04/29,,https://www.youtube.com/live/4winI-B-SdA?si=vCxhlyo40oQRXx-A,【 #歌枠 】リクエスト歌枠！4月もありがとーね！２【 茨むあん︙Vsinger  】#vtuber #karaoke,8,サマータイムレコード,じん,,,01:04:19 08. サマータイムレコード[Summertime Record] / じん,01:04:19,確認済み,,サマータイムレコード,じん,サマータイムレコード / じん,,未投入
2026/04/29,,https://www.youtube.com/live/4winI-B-SdA?si=vCxhlyo40oQRXx-A,【 #歌枠 】リクエスト歌枠！4月もありがとーね！２【 茨むあん︙Vsinger  】#vtuber #karaoke,9,GURU,じん,,,01:10:20 09. GURU / じん,01:10:20,確認済み,,GURU,じん,GURU / じん,,未投入
2026/04/29,,https://www.youtube.com/live/4winI-B-SdA?si=vCxhlyo40oQRXx-A,【 #歌枠 】リクエスト歌枠！4月もありがとーね！２【 茨むあん︙Vsinger  】#vtuber #karaoke,10,プロポーズ,内緒のピアス,,,01:16:28 10. プロポーズ[propose] / 内緒のピアス,01:16:28,確認済み,,プロポーズ,内緒のピアス,プロポーズ / 内緒のピアス,,未投入
2026/04/29,,https://www.youtube.com/live/4winI-B-SdA?si=vCxhlyo40oQRXx-A,【 #歌枠 】リクエスト歌枠！4月もありがとーね！２【 茨むあん︙Vsinger  】#vtuber #karaoke,11,栞,クリープハイプ,,,01:24:41 11. 栞[Shiori] / クリープハイプ,01:24:41,確認済み,,栞,クリープハイプ,栞 / クリープハイプ,,未投入
2026/04/29,,https://www.youtube.com/live/4winI-B-SdA?si=vCxhlyo40oQRXx-A,【 #歌枠 】リクエスト歌枠！4月もありがとーね！２【 茨むあん︙Vsinger  】#vtuber #karaoke,12,AXIA 〜ダイスキでダイキライ〜,ワルキューレ,,,"01:34:27 12. AXIA 〜ダイスキでダイキライ〜[AXIA ~I Love, I Hate~] / ワルキューレ",01:34:27,確認済み,,AXIA 〜ダイスキでダイキライ〜,ワルキューレ,AXIA 〜ダイスキでダイキライ〜 / ワルキューレ,,未投入
2026/04/29,,https://www.youtube.com/live/4winI-B-SdA?si=vCxhlyo40oQRXx-A,【 #歌枠 】リクエスト歌枠！4月もありがとーね！２【 茨むあん︙Vsinger  】#vtuber #karaoke,13,ヒッチコック,ヨルシカ,,,01:40:17 13. ヒッチコック[Hitchcock] / ヨルシカ,01:40:17,確認済み,,ヒッチコック,ヨルシカ,ヒッチコック / ヨルシカ,,未投入
2026/04/29,,https://www.youtube.com/live/4winI-B-SdA?si=vCxhlyo40oQRXx-A,【 #歌枠 】リクエスト歌枠！4月もありがとーね！２【 茨むあん︙Vsinger  】#vtuber #karaoke,14,光るなら,Goose house,,,01:47:39 14. 光るなら[Hikaru Nara] / Goose house,01:47:39,確認済み,,光るなら,Goose house,光るなら / Goose house,,未投入
2026/04/29,,https://www.youtube.com/live/4winI-B-SdA?si=vCxhlyo40oQRXx-A,【 #歌枠 】リクエスト歌枠！4月もありがとーね！２【 茨むあん︙Vsinger  】#vtuber #karaoke,15,花降らし,n-buna,,,01:54:49 15. 花降らし[Hana Furashi] / n-buna,01:54:49,確認済み,,花降らし,n-buna,花降らし / n-buna,,未投入
2026/04/29,,https://www.youtube.com/live/4winI-B-SdA?si=vCxhlyo40oQRXx-A,【 #歌枠 】リクエスト歌枠！4月もありがとーね！２【 茨むあん︙Vsinger  】#vtuber #karaoke,16,怪獣,サカナクション,,,02:00:22 16. 怪獣[Kaiju] / サカナクション,02:00:22,確認済み,,怪獣,サカナクション,怪獣 / サカナクション,,未投入
2026/04/29,,https://www.youtube.com/live/4winI-B-SdA?si=vCxhlyo40oQRXx-A,【 #歌枠 】リクエスト歌枠！4月もありがとーね！２【 茨むあん︙Vsinger  】#vtuber #karaoke,17,ヒバナ,DECO*27,,,02:09:12 17. ヒバナ[Hibana] / DECO*27,02:09:12,確認済み,,ヒバナ,DECO*27,ヒバナ / DECO*27,,未投入
2026/05/01,,https://www.youtube.com/live/7l5jKyBUWB8?si=ccdqeA003XLv-ABg,【#夜風にメロウ歌枠リレー】メロウな曲聞かせましょう【 茨むあん︙Vsinger  】#vtuber #歌枠,1,星が瞬くこんな夜に,supercell,,,00:04:44 01. 星が瞬くこんな夜に[Hoshi ga Matataku Konna Yoru ni] / supercell,00:04:44,確認済み,,星が瞬くこんな夜に,supercell,星が瞬くこんな夜に / supercell,,未投入
2026/05/01,,https://www.youtube.com/live/7l5jKyBUWB8?si=ccdqeA003XLv-ABg,【#夜風にメロウ歌枠リレー】メロウな曲聞かせましょう【 茨むあん︙Vsinger  】#vtuber #歌枠,2,蜜月アン・ドゥ・トロワ,DATEKEN,,,00:10:51 02. 蜜月アン・ドゥ・トロワ[Mitsugetsu Un Deux Trois] / DATEKEN,00:10:51,確認済み,,蜜月アン・ドゥ・トロワ,DATEKEN,蜜月アン・ドゥ・トロワ / DATEKEN,,未投入
2026/05/01,,https://www.youtube.com/live/7l5jKyBUWB8?si=ccdqeA003XLv-ABg,【#夜風にメロウ歌枠リレー】メロウな曲聞かせましょう【 茨むあん︙Vsinger  】#vtuber #歌枠,3,嘘月,ヨルシカ,,,00:15:05 03. 嘘月[Uso tsuki] / ヨルシカ,00:15:05,確認済み,,嘘月,ヨルシカ,嘘月 / ヨルシカ,,未投入
2026/05/01,,https://www.youtube.com/live/7l5jKyBUWB8?si=ccdqeA003XLv-ABg,【#夜風にメロウ歌枠リレー】メロウな曲聞かせましょう【 茨むあん︙Vsinger  】#vtuber #歌枠,4,深昏睡,春野,,,00:24:52 04. 深昏睡[Deep Coma] / 春野,00:24:52,確認済み,,深昏睡,春野,深昏睡 / 春野,,未投入
2026/05/01,,https://www.youtube.com/live/A4vStR_oW0U?si=tN4GSt5qG1WHdnUj,【 #歌枠 】5周年一緒に迎えて！【 茨むあん︙Vsinger  】#vtuber #karaoke,1,モニタリング,DECO*27,,,00:07:42 01. モニタリング[Monitoring] / DECO*27,00:07:42,確認済み,,モニタリング,DECO*27,モニタリング / DECO*27,,未投入
2026/05/01,,https://www.youtube.com/live/A4vStR_oW0U?si=tN4GSt5qG1WHdnUj,【 #歌枠 】5周年一緒に迎えて！【 茨むあん︙Vsinger  】#vtuber #karaoke,2,ラヴィ,すりぃ,,,00:16:05 02. ラヴィ[Lavie] / すりぃ,00:16:05,確認済み,,ラヴィ,すりぃ,ラヴィ / すりぃ,,未投入
2026/05/01,,https://www.youtube.com/live/A4vStR_oW0U?si=tN4GSt5qG1WHdnUj,【 #歌枠 】5周年一緒に迎えて！【 茨むあん︙Vsinger  】#vtuber #karaoke,3,プロトディスコ,ぬゆり,,,00:21:22 03. プロトディスコ[Proto Disco] / ぬゆり,00:21:22,確認済み,,プロトディスコ,ぬゆり,プロトディスコ / ぬゆり,,未投入
2026/05/01,,https://www.youtube.com/live/A4vStR_oW0U?si=tN4GSt5qG1WHdnUj,【 #歌枠 】5周年一緒に迎えて！【 茨むあん︙Vsinger  】#vtuber #karaoke,4,ワールドイズマイン,supercell,,,00:28:26 04. ワールドイズマイン[The World Is Mine] / supercell,00:28:26,確認済み,,ワールドイズマイン,supercell,ワールドイズマイン / supercell,,未投入
2026/05/01,,https://www.youtube.com/live/A4vStR_oW0U?si=tN4GSt5qG1WHdnUj,【 #歌枠 】5周年一緒に迎えて！【 茨むあん︙Vsinger  】#vtuber #karaoke,5,盛れ！ミ・アモーレ,Juice=Juice,,,00:33:14 05. 盛れ！ミ・アモーレ[More! mi amor] / Juice=Juice,00:33:14,確認済み,,盛れ！ミ・アモーレ,Juice=Juice,盛れ！ミ・アモーレ / Juice=Juice,,未投入
2026/05/01,,https://www.youtube.com/live/A4vStR_oW0U?si=tN4GSt5qG1WHdnUj,【 #歌枠 】5周年一緒に迎えて！【 茨むあん︙Vsinger  】#vtuber #karaoke,6,好きすぎて滅！,M!LK,,,00:37:27 06. 好きすぎて滅！[Suki sugite metsu!] / M!LK,00:37:27,確認済み,,好きすぎて滅！,M!LK,好きすぎて滅！ / M!LK,,未投入
2026/05/01,,https://www.youtube.com/live/A4vStR_oW0U?si=tN4GSt5qG1WHdnUj,【 #歌枠 】5周年一緒に迎えて！【 茨むあん︙Vsinger  】#vtuber #karaoke,7,ray,BUMP OF CHICKEN,,,00:41:40 07. ray / BUMP OF CHICKEN,00:41:40,確認済み,,ray,BUMP OF CHICKEN,ray / BUMP OF CHICKEN,,未投入
2026/05/01,,https://www.youtube.com/live/A4vStR_oW0U?si=tN4GSt5qG1WHdnUj,【 #歌枠 】5周年一緒に迎えて！【 茨むあん︙Vsinger  】#vtuber #karaoke,8,眠り姫,茨むあん,,,00:48:04 08. 眠り姫[Sleeping Beauty] / 茨むあん,00:48:04,確認済み,,眠り姫,茨むあん,眠り姫 / 茨むあん,,未投入
2026/05/02,,https://www.youtube.com/live/NdaU_kfOlRY?si=5MTmY439TLTu3Z3e,【 #茨むあん5周年 】3DLive！全曲オリソン！告知有り【 茨むあん︙Vsinger  】#vtuber #3dlive,1,眠り姫 Acoustic ver.,茨むあん,,,00:03:04 01. 眠り姫 Acoustic ver.[Sleeping Beauty] / 茨むあん,00:03:04,確認済み,,眠り姫 Acoustic Ver.,茨むあん,眠り姫 Acoustic Ver. / 茨むあん,,未投入
2026/05/02,,https://www.youtube.com/live/NdaU_kfOlRY?si=5MTmY439TLTu3Z3e,【 #茨むあん5周年 】3DLive！全曲オリソン！告知有り【 茨むあん︙Vsinger  】#vtuber #3dlive,2,ハッピーエンドで眠らせて,茨むあん,,,00:08:14 02. ハッピーエンドで眠らせて[Happyend de nemurasete] / 茨むあん,00:08:14,確認済み,,ハッピーエンドで眠らせて,茨むあん,ハッピーエンドで眠らせて / 茨むあん,,未投入
2026/05/02,,https://www.youtube.com/live/NdaU_kfOlRY?si=5MTmY439TLTu3Z3e,【 #茨むあん5周年 】3DLive！全曲オリソン！告知有り【 茨むあん︙Vsinger  】#vtuber #3dlive,3,Sanity,茨むあん,,,00:14:12 03. Sanity / 茨むあん,00:14:12,確認済み,,Sanity,茨むあん,Sanity / 茨むあん,,未投入
2026/05/02,,https://www.youtube.com/live/NdaU_kfOlRY?si=5MTmY439TLTu3Z3e,【 #茨むあん5周年 】3DLive！全曲オリソン！告知有り【 茨むあん︙Vsinger  】#vtuber #3dlive,4,gift,茨むあん,,,00:16:52 04. gift / 茨むあん,00:16:52,確認済み,,gift,茨むあん,gift / 茨むあん,,未投入
2026/05/02,,https://www.youtube.com/live/NdaU_kfOlRY?si=5MTmY439TLTu3Z3e,【 #茨むあん5周年 】3DLive！全曲オリソン！告知有り【 茨むあん︙Vsinger  】#vtuber #3dlive,5,また、脆い夢を見てた,茨むあん,,,00:21:55 05. また、脆い夢を見てた[Mata moroi yume wo miteita] / 茨むあん,00:21:55,確認済み,,また、脆い夢を見てた,茨むあん,また、脆い夢を見てた / 茨むあん,,未投入
2026/05/02,,https://www.youtube.com/live/NdaU_kfOlRY?si=5MTmY439TLTu3Z3e,【 #茨むあん5周年 】3DLive！全曲オリソン！告知有り【 茨むあん︙Vsinger  】#vtuber #3dlive,6,シルク,茨むあん,,,00:34:03 06. シルク[Silk] / 茨むあん,00:34:03,確認済み,,シルク,茨むあん,シルク / 茨むあん,,未投入
2026/05/02,,https://www.youtube.com/live/NdaU_kfOlRY?si=5MTmY439TLTu3Z3e,【 #茨むあん5周年 】3DLive！全曲オリソン！告知有り【 茨むあん︙Vsinger  】#vtuber #3dlive,7,手をあわせて,茨むあん,,,00:37:07 07. 手をあわせて[Put your hands together] / 茨むあん,00:37:07,確認済み,,手をあわせて,茨むあん,手をあわせて / 茨むあん,,未投入
2026/05/02,,https://www.youtube.com/live/NdaU_kfOlRY?si=5MTmY439TLTu3Z3e,【 #茨むあん5周年 】3DLive！全曲オリソン！告知有り【 茨むあん︙Vsinger  】#vtuber #3dlive,8,catch-22,茨むあん,,,00:45:35 08. catch-22 / 茨むあん,00:45:35,確認済み,,catch-22,茨むあん,catch-22 / 茨むあん,,未投入
2026/05/02,,https://www.youtube.com/live/NdaU_kfOlRY?si=5MTmY439TLTu3Z3e,【 #茨むあん5周年 】3DLive！全曲オリソン！告知有り【 茨むあん︙Vsinger  】#vtuber #3dlive,9,Lie,茨むあん,,,00:49:02 09. Lie / 茨むあん,00:49:02,確認済み,,Lie,茨むあん,Lie / 茨むあん,,未投入
2026/05/02,,https://www.youtube.com/live/NdaU_kfOlRY?si=5MTmY439TLTu3Z3e,【 #茨むあん5周年 】3DLive！全曲オリソン！告知有り【 茨むあん︙Vsinger  】#vtuber #3dlive,10,ユーフォリア,茨むあん,,,01:00:51 10. ユーフォリア[Euphoria] / 茨むあん,01:00:51,確認済み,,ユーフォリア,茨むあん,ユーフォリア / 茨むあん,,未投入
2026/05/02,,https://www.youtube.com/live/NdaU_kfOlRY?si=5MTmY439TLTu3Z3e,【 #茨むあん5周年 】3DLive！全曲オリソン！告知有り【 茨むあん︙Vsinger  】#vtuber #3dlive,11,眠り姫,茨むあん,,,01:09:01 11. 眠り姫[Sleeping Beauty] / 茨むあん,01:09:01,確認済み,,眠り姫,茨むあん,眠り姫 / 茨むあん,,未投入
2026/05/09,,https://www.youtube.com/live/nu3Y2T2M78s?si=PE4vzPZCq4qJ6KIN,【 #歌枠 】お久しゅうの歌枠！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,1,アポロ,ポルノグラフィティ,,,00:14:21 01. アポロ[Apollo] / ポルノグラフィティ,00:14:21,確認済み,,アポロ,ポルノグラフィティ,アポロ / ポルノグラフィティ,,未投入
2026/05/09,,https://www.youtube.com/live/nu3Y2T2M78s?si=PE4vzPZCq4qJ6KIN,【 #歌枠 】お久しゅうの歌枠！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,2,負け犬にアンコールはいらない,ヨルシカ,,,00:18:41 02. 負け犬にアンコールはいらない[Makeinu ni encore wa iranai] / ヨルシカ,00:18:41,確認済み,,負け犬にアンコールはいらない,ヨルシカ,負け犬にアンコールはいらない / ヨルシカ,,未投入
2026/05/09,,https://www.youtube.com/live/nu3Y2T2M78s?si=PE4vzPZCq4qJ6KIN,【 #歌枠 】お久しゅうの歌枠！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,3,残響散歌,Aimer,,,00:26:06 03. 残響散歌[Zankyou sanka] / Aimer,00:26:06,確認済み,,残響散歌,Aimer,残響散歌 / Aimer,,未投入
2026/05/09,,https://www.youtube.com/live/nu3Y2T2M78s?si=PE4vzPZCq4qJ6KIN,【 #歌枠 】お久しゅうの歌枠！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,4,Can Do,GRANRODEO,,,00:29:12 04. Can Do / GRANRODEO,00:29:12,確認済み,,Can Do,GRANRODEO,Can Do / GRANRODEO,,未投入
2026/05/09,,https://www.youtube.com/live/nu3Y2T2M78s?si=PE4vzPZCq4qJ6KIN,【 #歌枠 】お久しゅうの歌枠！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,5,三原色,YOASOBI,,,00:36:25 05. 三原色[Sangensyoku] / YOASOBI,00:36:25,確認済み,,三原色,YOASOBI,三原色 / YOASOBI,,未投入
2026/05/09,,https://www.youtube.com/live/nu3Y2T2M78s?si=PE4vzPZCq4qJ6KIN,【 #歌枠 】お久しゅうの歌枠！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,6,少女S,SCANDAL,,,00:43:49 06. 少女S[Shoujo S] / SCANDAL,00:43:49,確認済み,,少女S,SCANDAL,少女S / SCANDAL,,未投入
2026/05/09,,https://www.youtube.com/live/nu3Y2T2M78s?si=PE4vzPZCq4qJ6KIN,【 #歌枠 】お久しゅうの歌枠！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,7,死神,米津玄師,,,00:55:28 07. 死神[Shinigami] / 米津玄師,00:55:28,確認済み,,死神,米津玄師,死神 / 米津玄師,,未投入
2026/05/09,,https://www.youtube.com/live/nu3Y2T2M78s?si=PE4vzPZCq4qJ6KIN,【 #歌枠 】お久しゅうの歌枠！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,8,IRIS OUT,米津玄師,,,00:59:13 08. IRIS OUT / 米津玄師,00:59:13,確認済み,,IRIS OUT,米津玄師,IRIS OUT / 米津玄師,,未投入
2026/05/09,,https://www.youtube.com/live/nu3Y2T2M78s?si=PE4vzPZCq4qJ6KIN,【 #歌枠 】お久しゅうの歌枠！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,9,春雷,米津玄師,,,01:04:17 09. 春雷[Syunrai] / 米津玄師,01:04:17,確認済み,,春雷,米津玄師,春雷 / 米津玄師,,未投入
2026/05/09,,https://www.youtube.com/live/nu3Y2T2M78s?si=PE4vzPZCq4qJ6KIN,【 #歌枠 】お久しゅうの歌枠！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,10,ノーダウト,Official髭男dism,,,01:09:05 10. ノーダウト[NO DOUBT] / Official髭男dism,01:09:05,確認済み,,ノーダウト,Official髭男dism,ノーダウト / Official髭男dism,,未投入
2026/05/09,,https://www.youtube.com/live/nu3Y2T2M78s?si=PE4vzPZCq4qJ6KIN,【 #歌枠 】お久しゅうの歌枠！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,11,メランコリーキッチン,米津玄師,,,01:14:17 11. メランコリーキッチン[Melancholy Kitchen] / 米津玄師,01:14:17,確認済み,,メランコリーキッチン,米津玄師,メランコリーキッチン / 米津玄師,,未投入
2026/05/09,,https://www.youtube.com/live/nu3Y2T2M78s?si=PE4vzPZCq4qJ6KIN,【 #歌枠 】お久しゅうの歌枠！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,12,絶頂讃歌,和ぬか,,,01:17:58 12. 絶頂讃歌[Zecchou Sanka] / 和ぬか,01:17:58,確認済み,,絶頂讃歌,和ぬか,絶頂讃歌 / 和ぬか,,未投入
2026/05/09,,https://www.youtube.com/live/nu3Y2T2M78s?si=PE4vzPZCq4qJ6KIN,【 #歌枠 】お久しゅうの歌枠！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,13,第六感,Reol,,,01:23:14 13. 第六感[THE SIXTH SENSE] / Reol,01:23:14,確認済み,,第六感,Reol,第六感 / Reol,,未投入
2026/05/09,,https://www.youtube.com/live/nu3Y2T2M78s?si=PE4vzPZCq4qJ6KIN,【 #歌枠 】お久しゅうの歌枠！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,14,ルージュの伝言,松任谷由実,,,01:27:35 14. ルージュの伝言[Rouge no dengon] / 松任谷由実,01:27:35,確認済み,,ルージュの伝言,松任谷由実,ルージュの伝言 / 松任谷由実,,未投入
2026/05/09,,https://www.youtube.com/live/nu3Y2T2M78s?si=PE4vzPZCq4qJ6KIN,【 #歌枠 】お久しゅうの歌枠！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,15,I,BUMP OF CHICKEN,,,01:36:04 15. I / BUMP OF CHICKEN,01:36:04,確認済み,,I,BUMP OF CHICKEN,I / BUMP OF CHICKEN,,未投入
2026/05/09,,https://www.youtube.com/live/nu3Y2T2M78s?si=PE4vzPZCq4qJ6KIN,【 #歌枠 】お久しゅうの歌枠！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,16,とても素敵な六月でした,Eight,,,01:48:04 16. とても素敵な六月でした[Totemo Suteki na Rokugatsu Deshita] / Eight,01:48:04,確認済み,,とても素敵な六月でした,Eight,とても素敵な六月でした / Eight,,未投入
2026/05/09,,https://www.youtube.com/live/nu3Y2T2M78s?si=PE4vzPZCq4qJ6KIN,【 #歌枠 】お久しゅうの歌枠！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,17,気まぐれメルシィ,八王子P,,,01:56:17 17. 気まぐれメルシィ[Kimagure Mercy] / 八王子P,01:56:17,確認済み,,気まぐれメルシィ,八王子P,気まぐれメルシィ / 八王子P,,未投入
2026/05/09,,https://www.youtube.com/live/nu3Y2T2M78s?si=PE4vzPZCq4qJ6KIN,【 #歌枠 】お久しゅうの歌枠！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,18,ワールド・ランプシェード,BuzzG,,,02:03:05 18. ワールド・ランプシェード[World Lampshade] / BuzzG,02:03:05,確認済み,,ワールド・ランプシェード,BuzzG,ワールド・ランプシェード / BuzzG,,未投入
2026/05/09,,https://www.youtube.com/live/nu3Y2T2M78s?si=PE4vzPZCq4qJ6KIN,【 #歌枠 】お久しゅうの歌枠！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,19,わたしのアール,くらげP,,,02:12:16 19. わたしのアール[Watashi no R] / くらげP,02:12:16,確認済み,,わたしのアール,くらげP,わたしのアール / くらげP,,未投入
2026/05/09,,https://www.youtube.com/live/nu3Y2T2M78s?si=PE4vzPZCq4qJ6KIN,【 #歌枠 】お久しゅうの歌枠！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,20,うたかた花火,supercell,,,02:18:46 20. うたかた花火[Utakata Hanabi] / supercell,02:18:46,確認済み,,うたかた花火,supercell,うたかた花火 / supercell,,未投入
2026/05/09,,https://www.youtube.com/live/nu3Y2T2M78s?si=PE4vzPZCq4qJ6KIN,【 #歌枠 】お久しゅうの歌枠！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,21,アルジャーノン,ヨルシカ,,,02:28:54 21. アルジャーノン[Algernon] / ヨルシカ,02:28:54,確認済み,,アルジャーノン,ヨルシカ,アルジャーノン / ヨルシカ,,未投入
2026/05/09,,https://www.youtube.com/live/nu3Y2T2M78s?si=PE4vzPZCq4qJ6KIN,【 #歌枠 】お久しゅうの歌枠！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,22,セプテンバーさん,RADWIMPS,,,02:34:54 22. セプテンバーさん[September san] / RADWIMPS,02:34:54,確認済み,,セプテンバーさん,RADWIMPS,セプテンバーさん / RADWIMPS,,未投入
2026/05/09,,https://www.youtube.com/live/nu3Y2T2M78s?si=PE4vzPZCq4qJ6KIN,【 #歌枠 】お久しゅうの歌枠！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,23,me me she,RADWIMPS,,,02:44:15 23. me me she / RADWIMPS,02:44:15,確認済み,,me me she,RADWIMPS,me me she / RADWIMPS,,未投入
