配信日,開始時刻,歌枠URL,枠タイトル,曲順,曲名,アーティスト名,キー,ジャンル,セトリ原文,タイムスタンプ,確認状態,備考,正規化曲名,正規化アーティスト,曲キー,重複チェック,D1投入
2021/09/20,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】聴きにおいでよ！楽しいよ！【茨むあん/新人VTuber】,733,Cry Baby,Official髭男dism,,,08. Cry Baby / Official髭男dism,1:03:07,確認済み,BANにより編集10/7再投稿,Cry Baby,Official髭男dism,Cry Baby / Official髭男dism,,未投入
2021/09/20,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】聴きにおいでよ！楽しいよ！【茨むあん/新人VTuber】,734,PONPONPON,きゃりーぱみゅぱみゅ,,,09. PONPONPON / きゃりーぱみゅぱみゅ,1:09:16,確認済み,BANにより編集10/7再投稿,PONPONPON,きゃりーぱみゅぱみゅ,PONPONPON / きゃりーぱみゅぱみゅ,,未投入
2021/09/20,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】聴きにおいでよ！楽しいよ！【茨むあん/新人VTuber】,735,脱法ロック,Neru,,,10. 脱法ロック[Dappou Rock] / Neru,1:15:58,確認済み,BANにより編集10/7再投稿,脱法ロック,Neru,脱法ロック / Neru,,未投入
2021/09/20,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】聴きにおいでよ！楽しいよ！【茨むあん/新人VTuber】,736,炉心融解,iroha,,,11. 炉心融解[Roshin Yuukai] / iroha,1:21:06,確認済み,BANにより編集10/7再投稿,炉心融解,iroha,炉心融解 / iroha,,未投入
2021/09/20,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】聴きにおいでよ！楽しいよ！【茨むあん/新人VTuber】,737,ライオン,"May'n , 中島愛",,,"12. ライオン[Lion] / May'n , 中島愛",1:29:24,確認済み,BANにより編集10/7再投稿,ライオン,"May'n , 中島愛","ライオン / May'n , 中島愛",,未投入
2021/09/20,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】聴きにおいでよ！楽しいよ！【茨むあん/新人VTuber】,738,さくらんぼ,大塚愛,,,13. さくらんぼ[Sakuranbo] / 大塚愛,1:40:19,確認済み,BANにより編集10/7再投稿,さくらんぼ,大塚愛,さくらんぼ / 大塚愛,,未投入
2021/09/20,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】聴きにおいでよ！楽しいよ！【茨むあん/新人VTuber】,739,ドライフラワー,優里,,,14. ドライフラワー[Dry Flowers] / 優里,1:47:15,確認済み,BANにより編集10/7再投稿,ドライフラワー,優里,ドライフラワー / 優里,,未投入
2021/09/20,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】聴きにおいでよ！楽しいよ！【茨むあん/新人VTuber】,740,夜明けと蛍,n-buna,,,15. 夜明けと蛍[Yoake to Hotaru] / n-buna,1:54:35,確認済み,BANにより編集10/7再投稿,夜明けと蛍,n-buna,夜明けと蛍 / n-buna,,未投入
2021/09/20,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】聴きにおいでよ！楽しいよ！【茨むあん/新人VTuber】,741,東京サマーセッション,HoneyWorks,,,16. 東京サマーセッション[Tokyo Summer Session] / HoneyWorks,2:06:35,確認済み,編集によりカット,東京サマーセッション,HoneyWorks,東京サマーセッション / HoneyWorks,,未投入
2021/09/20,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】聴きにおいでよ！楽しいよ！【茨むあん/新人VTuber】,742,いかないで,想太,,,17. いかないで[Ikanaide] / 想太,2:08:02,確認済み,BANにより編集10/7再投稿,いかないで,想太,いかないで / 想太,,未投入
2021/09/20,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】聴きにおいでよ！楽しいよ！【茨むあん/新人VTuber】,743,エイリアンエイリアン,ナユタン星人,,,18. エイリアンエイリアン[Alien Alien] / ナユタン星人,2:14:04,確認済み,BANにより編集10/7再投稿,エイリアンエイリアン,ナユタン星人,エイリアンエイリアン / ナユタン星人,,未投入
2021/09/20,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】聴きにおいでよ！楽しいよ！【茨むあん/新人VTuber】,744,病名は愛だった,Neru,,,19. 病名は愛だった[Byoumei wa Ai datta] / Neru,2:19:18,確認済み,BANにより編集10/7再投稿,病名は愛だった,Neru,病名は愛だった / Neru,,未投入
2021/09/20,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】聴きにおいでよ！楽しいよ！【茨むあん/新人VTuber】,745,Los! Los! Los!,ターニャ・デグレチャフ(悠木碧),,,20. Los! Los! Los! / ターニャ・デグレチャフ(悠木碧),2:29:18,確認済み,BANにより編集10/7再投稿,Los! Los! Los!,ターニャ・デグレチャフ(悠木碧),Los! Los! Los! / ターニャ・デグレチャフ(悠木碧),,未投入
2021/09/20,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】聴きにおいでよ！楽しいよ！【茨むあん/新人VTuber】,746,帝国少女,R Sound Design,,,21. 帝国少女[Teikoku Shoujo] / R Sound Design,2:36:23,確認済み,BANにより編集10/7再投稿,帝国少女,R Sound Design,帝国少女 / R Sound Design,,未投入
2021/09/20,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】聴きにおいでよ！楽しいよ！【茨むあん/新人VTuber】,747,創聖のアクエリオン,AKINO,,,22. 創聖のアクエリオン[Genesis of Aquarion] / AKINO,2:42:39,確認済み,BANにより編集10/7再投稿,創聖のアクエリオン,AKINO,創聖のアクエリオン / AKINO,,未投入
2021/09/20,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】聴きにおいでよ！楽しいよ！【茨むあん/新人VTuber】,748,Gimme×Gimme,八王子P × Giga,,,23. Gimme×Gimme / 八王子P × Giga,2:47:27,確認済み,BANにより編集10/7再投稿,Gimme×Gimme,八王子P × Giga,Gimme×Gimme / 八王子P × Giga,,未投入
2021/09/20,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】聴きにおいでよ！楽しいよ！【茨むあん/新人VTuber】,749,さよならだけが人生だ,伊東歌詞太郎,,,24. さよならだけが人生だ[Sayonara dake ga Jinsei da] / 伊東歌詞太郎,2:53:24,確認済み,BANにより編集10/7再投稿,さよならだけが人生だ,伊東歌詞太郎,さよならだけが人生だ / 伊東歌詞太郎,,未投入
2021/09/20,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】聴きにおいでよ！楽しいよ！【茨むあん/新人VTuber】,750,アストロノーツ,ぽわぽわP,,,25. アストロノーツ[Astronauts] / ぽわぽわP,3:01:47,確認済み,BANにより編集10/7再投稿,アストロノーツ,ぽわぽわP,アストロノーツ / ぽわぽわP,,未投入
2021/09/20,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】聴きにおいでよ！楽しいよ！【茨むあん/新人VTuber】,751,寄り酔い,和ぬか,,,26. 寄り酔い[Yori yoi] / 和ぬか,3:14:52,確認済み,編集によりカット,寄り酔い,和ぬか,寄り酔い / 和ぬか,,未投入
2021/09/20,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】聴きにおいでよ！楽しいよ！【茨むあん/新人VTuber】,752,ノーチラス,ヨルシカ,,,27. ノーチラス[Nautilus] / ヨルシカ,3:24:24,確認済み,編集によりカット,ノーチラス,ヨルシカ,ノーチラス / ヨルシカ,,未投入
2021/09/22,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】米津玄師(ハチ)様限定歌枠【茨むあん/新人VTuber】,753,感電,米津玄師,,,01. 感電[Kanden] / 米津玄師,0:11:43,確認済み,,感電,米津玄師,感電 / 米津玄師,,未投入
2021/09/22,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】米津玄師(ハチ)様限定歌枠【茨むあん/新人VTuber】,754,砂の惑星,ハチ,,,02. 砂の惑星[Suna no Wakusei] / ハチ,0:20:48,確認済み,,砂の惑星,ハチ,砂の惑星 / ハチ,,未投入
2021/09/22,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】米津玄師(ハチ)様限定歌枠【茨むあん/新人VTuber】,755,orion,米津玄師,,,03. orion / 米津玄師,0:27:13,確認済み,,orion,米津玄師,orion / 米津玄師,,未投入
2021/09/22,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】米津玄師(ハチ)様限定歌枠【茨むあん/新人VTuber】,756,Mrs.Pumpkinの滑稽な夢,ハチ,,,04. Mrs.Pumpkinの滑稽な夢[Mrs. Pumpkin no Kokkei na Yume] / ハチ,0:33:14,確認済み,,Mrs.Pumpkinの滑稽な夢,ハチ,Mrs.Pumpkinの滑稽な夢 / ハチ,,未投入
2021/09/22,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】米津玄師(ハチ)様限定歌枠【茨むあん/新人VTuber】,757,打上花火,DAOKO×米津玄師,,,05. 打上花火[Uchiage hanabi] / DAOKO×米津玄師,0:40:08,確認済み,,打上花火,DAOKO×米津玄師,打上花火 / DAOKO×米津玄師,,未投入
2021/09/22,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】米津玄師(ハチ)様限定歌枠【茨むあん/新人VTuber】,758,マトリョシカ,ハチ,,,06. マトリョシカ[Matryoshka] / ハチ,0:47:11,確認済み,,マトリョシカ,ハチ,マトリョシカ / ハチ,,未投入
2021/09/22,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】米津玄師(ハチ)様限定歌枠【茨むあん/新人VTuber】,759,Flamingo,米津玄師,,,07. Flamingo / 米津玄師,0:53:13,確認済み,,Flamingo,米津玄師,Flamingo / 米津玄師,,未投入
2021/09/22,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】米津玄師(ハチ)様限定歌枠【茨むあん/新人VTuber】,760,clock lock works,ハチ,,,08. clock lock works / ハチ,0:58:44,確認済み,,clock lock works,ハチ,clock lock works / ハチ,,未投入
2021/09/22,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】米津玄師(ハチ)様限定歌枠【茨むあん/新人VTuber】,761,馬と鹿,米津玄師,,,09. 馬と鹿[Uma to Shika] / 米津玄師,1:05:35,確認済み,,馬と鹿,米津玄師,馬と鹿 / 米津玄師,,未投入
2021/09/22,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】米津玄師(ハチ)様限定歌枠【茨むあん/新人VTuber】,762,リンネ,ハチ,,,10. リンネ[Rinne] / ハチ,1:13:06,確認済み,,リンネ,ハチ,リンネ / ハチ,,未投入
2021/09/22,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】米津玄師(ハチ)様限定歌枠【茨むあん/新人VTuber】,763,Lemon,米津玄師,,,11. Lemon / 米津玄師,1:20:02,確認済み,,Lemon,米津玄師,Lemon / 米津玄師,,未投入
2021/09/22,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】米津玄師(ハチ)様限定歌枠【茨むあん/新人VTuber】,764,結ンデ開イテ羅刹ト骸,ハチ,,,12. 結ンデ開イテ羅刹ト骸[Musunde Hiraite Rasetsu to Mukuro] / ハチ,1:29:38,確認済み,,結ンデ開イテ羅刹ト骸,ハチ,結ンデ開イテ羅刹ト骸 / ハチ,,未投入
2021/09/22,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】米津玄師(ハチ)様限定歌枠【茨むあん/新人VTuber】,765,アイネクライネ,米津玄師,,,13. アイネクライネ[Eine Kleine] / 米津玄師,1:36:15,確認済み,,アイネクライネ,米津玄師,アイネクライネ / 米津玄師,,未投入
2021/09/22,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】米津玄師(ハチ)様限定歌枠【茨むあん/新人VTuber】,766,LOSER,米津玄師,,,14. LOSER / 米津玄師,1:42:48,確認済み,,LOSER,米津玄師,LOSER / 米津玄師,,未投入
2021/09/22,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】米津玄師(ハチ)様限定歌枠【茨むあん/新人VTuber】,767,灰色と青,米津玄師,,,15. 灰色と青[Haiiro to ao] / 米津玄師,1:49:52,確認済み,,灰色と青,米津玄師,灰色と青 / 米津玄師,,未投入
2021/09/22,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】米津玄師(ハチ)様限定歌枠【茨むあん/新人VTuber】,768,パンダヒーロー,ハチ,,,16. パンダヒーロー[Panda Hero] / ハチ,1:58:23,確認済み,,パンダヒーロー,ハチ,パンダヒーロー / ハチ,,未投入
2021/09/22,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】米津玄師(ハチ)様限定歌枠【茨むあん/新人VTuber】,769,ピースサイン,米津玄師,,,17. ピースサイン[Peace Sign] / 米津玄師,2:04:55,確認済み,,ピースサイン,米津玄師,ピースサイン / 米津玄師,,未投入
2021/09/22,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】米津玄師(ハチ)様限定歌枠【茨むあん/新人VTuber】,770,ドーナツホール,ハチ,,,18. ドーナツホール[Donut Hole] / ハチ,2:12:11,確認済み,,ドーナツホール,ハチ,ドーナツホール / ハチ,,未投入
2021/09/22,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】米津玄師(ハチ)様限定歌枠【茨むあん/新人VTuber】,771,砂の惑星,ハチ,,,19. 砂の惑星[Suna no Wakusei] / ハチ,2:18:17,確認済み,,砂の惑星,ハチ,砂の惑星 / ハチ,,未投入
2021/09/22,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】米津玄師(ハチ)様限定歌枠【茨むあん/新人VTuber】,772,メトロノーム,米津玄師,,,20. メトロノーム[Metronome] / 米津玄師,2:23:58,確認済み,,メトロノーム,米津玄師,メトロノーム / 米津玄師,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】昼間のゲリラ~！初見さんと戯れる【茨むあん/新人VTuber】アーカイブ×,773,エンヴィーベイビー,Kanaria,,,01. エンヴィーベイビー[Envy Baby] / Kanaria,0:05:59,確認済み,,エンヴィーベイビー,Kanaria,エンヴィーベイビー / Kanaria,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】昼間のゲリラ~！初見さんと戯れる【茨むあん/新人VTuber】アーカイブ×,774,翡翠のまち,メル,,,02. 翡翠のまち[Hisui no Machi] / メル,0:10:55,確認済み,,翡翠のまち,メル,翡翠のまち / メル,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】昼間のゲリラ~！初見さんと戯れる【茨むあん/新人VTuber】アーカイブ×,775,さようなら、花泥棒さん,メル,,,"03. さようなら、花泥棒さん[Sayounara, Hanadoroubou-san] / メル",0:16:41,確認済み,,さようなら、花泥棒さん,メル,さようなら、花泥棒さん / メル,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】昼間のゲリラ~！初見さんと戯れる【茨むあん/新人VTuber】アーカイブ×,776,スーサイドパレヱド,ユリイ・カノン,,,04. スーサイドパレヱド[Suicide Parade] / ユリイ・カノン,0:27:10,確認済み,,スーサイドパレヱド,ユリイ・カノン,スーサイドパレヱド / ユリイ・カノン,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】昼間のゲリラ~！初見さんと戯れる【茨むあん/新人VTuber】アーカイブ×,777,レッド・パージ！！！,P.I.N.A.,,,05. レッド・パージ！！！[Red Purge!!!] / P.I.N.A.,0:33:28,確認済み,,レッド・パージ！！！,P.I.N.A.,レッド・パージ！！！ / P.I.N.A.,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】昼間のゲリラ~！初見さんと戯れる【茨むあん/新人VTuber】アーカイブ×,778,だれかの心臓になれたなら,ユリイ・カノン,,,06. だれかの心臓になれたなら[Dareka no Shinzou ni Nareta Nara] / ユリイ・カノン,0:39:17,確認済み,,だれかの心臓になれたなら,ユリイ・カノン,だれかの心臓になれたなら / ユリイ・カノン,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】昼間のゲリラ~！初見さんと戯れる【茨むあん/新人VTuber】アーカイブ×,779,Blessing,halyosy,,,07. Blessing / halyosy,0:46:23,確認済み,れん様HBD!!!,Blessing,halyosy,Blessing / halyosy,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】昼間のゲリラ~！初見さんと戯れる【茨むあん/新人VTuber】アーカイブ×,780,シンデレラ,DECO*27,,,08. シンデレラ[Cinderella] / DECO*27,0:57:27,確認済み,,シンデレラ,DECO*27,シンデレラ / DECO*27,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】昼間のゲリラ~！初見さんと戯れる【茨むあん/新人VTuber】アーカイブ×,781,フォニイ,ツミキ,,,09. フォニイ[phony] / ツミキ,1:03:15,確認済み,,フォニイ,ツミキ,フォニイ / ツミキ,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】昼間のゲリラ~！初見さんと戯れる【茨むあん/新人VTuber】アーカイブ×,782,優しい彗星,YOASOBI,,,10. 優しい彗星[Comet] / YOASOBI,1:09:05,確認済み,,優しい彗星,YOASOBI,優しい彗星 / YOASOBI,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】昼間のゲリラ~！初見さんと戯れる【茨むあん/新人VTuber】アーカイブ×,783,EYE,Kanaria,,,11. EYE / Kanaria,1:17:21,確認済み,,EYE,Kanaria,EYE / Kanaria,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】昼間のゲリラ~！初見さんと戯れる【茨むあん/新人VTuber】アーカイブ×,784,初めての恋が終わる時,ryo,,,12. 初めての恋が終わる時[Hajimete no Koi ga Owaru Toki] / ryo,1:20:55,確認済み,,初めての恋が終わる時,ryo,初めての恋が終わる時 / ryo,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】昼間のゲリラ~！初見さんと戯れる【茨むあん/新人VTuber】アーカイブ×,785,KING,Kanaria,,,13. KING / Kanaria,1:35:04,確認済み,,KING,Kanaria,KING / Kanaria,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】昼間のゲリラ~！初見さんと戯れる【茨むあん/新人VTuber】アーカイブ×,786,回る空うさぎ,Orangestar,,,14. 回る空うさぎ[Mawaru Sora Usagi] / Orangestar,1:37:29,確認済み,,回る空うさぎ,Orangestar,回る空うさぎ / Orangestar,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】昼間のゲリラ~！初見さんと戯れる【茨むあん/新人VTuber】アーカイブ×,787,ただ君に晴れ,ヨルシカ,,,15. ただ君に晴れ[Tada kimi ni hare] / ヨルシカ,1:40:51,確認済み,,ただ君に晴れ,ヨルシカ,ただ君に晴れ / ヨルシカ,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】みんなのリクエスト歌っていく~！【茨むあん/新人VTuber】,788,Booo!,TOKOTOKO(西沢さんP),,,01. Booo! / TOKOTOKO(西沢さんP),0:15:31,確認済み,,Booo!,TOKOTOKO(西沢さんP),Booo! / TOKOTOKO(西沢さんP),,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】みんなのリクエスト歌っていく~！【茨むあん/新人VTuber】,789,ラブカ？,柊キライ,,,02. ラブカ？[Love ka?] / 柊キライ,0:18:27,確認済み,,ラブカ？,柊キライ,ラブカ？ / 柊キライ,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】みんなのリクエスト歌っていく~！【茨むあん/新人VTuber】,790,藍二乗,ヨルシカ,,,03. 藍二乗[Ai Nijou] / ヨルシカ,0:21:39,確認済み,,藍二乗,ヨルシカ,藍二乗 / ヨルシカ,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】みんなのリクエスト歌っていく~！【茨むあん/新人VTuber】,791,マカロン,ATOLS,,,04. マカロン[Macaron] / ATOLS,0:31:43,確認済み,,マカロン,ATOLS,マカロン / ATOLS,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】みんなのリクエスト歌っていく~！【茨むあん/新人VTuber】,792,森のくまさん,アメリカ民謡,,,05. 森のくまさん[Mori no kumasan] / アメリカ民謡,0:35:06,確認済み,,森のくまさん,アメリカ民謡,森のくまさん / アメリカ民謡,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】みんなのリクエスト歌っていく~！【茨むあん/新人VTuber】,793,ラズベリー＊モンスター,HoneyWorks,,,06. ラズベリー＊モンスター[Raspberry＊Monster] / HoneyWorks,0:36:58,確認済み,,ラズベリー＊モンスター,HoneyWorks,ラズベリー＊モンスター / HoneyWorks,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】みんなのリクエスト歌っていく~！【茨むあん/新人VTuber】,794,KING,Kanaria,,,07. KING / Kanaria,0:45:07,確認済み,,KING,Kanaria,KING / Kanaria,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】みんなのリクエスト歌っていく~！【茨むあん/新人VTuber】,795,ライオン,"May'n , 中島愛",,,"08. ライオン[Lion] / May'n , 中島愛",0:47:27,確認済み,,ライオン,"May'n , 中島愛","ライオン / May'n , 中島愛",,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】みんなのリクエスト歌っていく~！【茨むあん/新人VTuber】,796,さくらんぼ,大塚愛,,,09. さくらんぼ[Sakuranbo] / 大塚愛,0:52:33,確認済み,,さくらんぼ,大塚愛,さくらんぼ / 大塚愛,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】みんなのリクエスト歌っていく~！【茨むあん/新人VTuber】,797,言って。,ヨルシカ,,,10. 言って。[Itte.] / ヨルシカ,1:00:42,確認済み,,言って。,ヨルシカ,言って。 / ヨルシカ,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】みんなのリクエスト歌っていく~！【茨むあん/新人VTuber】,798,んっあっあっ。,SLAVE.V-V-R,,,11. んっあっあっ。[N-Aa-Aa.] / SLAVE.V-V-R,1:04:51,確認済み,,んっあっあっ。,SLAVE.V-V-R,んっあっあっ。 / SLAVE.V-V-R,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】みんなのリクエスト歌っていく~！【茨むあん/新人VTuber】,799,ヒビカセ×ECHO,マッシュアップ,,,12. ヒビカセ×ECHO[Hibikase×ECHO] / マッシュアップ,1:08:53,確認済み,,ヒビカセ×ECHO,マッシュアップ,ヒビカセ×ECHO / マッシュアップ,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】みんなのリクエスト歌っていく~！【茨むあん/新人VTuber】,800,flos,R Sound Design,,,13. flos / R Sound Design,1:18:53,確認済み,,flos,R Sound Design,flos / R Sound Design,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】みんなのリクエスト歌っていく~！【茨むあん/新人VTuber】,801,グッバイ宣言,Chinozo,,,14. グッバイ宣言[Goodbye Sengen] / Chinozo,1:23:38,確認済み,,グッバイ宣言,Chinozo,グッバイ宣言 / Chinozo,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】みんなのリクエスト歌っていく~！【茨むあん/新人VTuber】,802,ジェラシス,Chinozo,,,15. ジェラシス[Jealousis] / Chinozo,1:26:46,確認済み,,ジェラシス,Chinozo,ジェラシス / Chinozo,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】みんなのリクエスト歌っていく~！【茨むあん/新人VTuber】,803,Pretender,Official髭男dism,,,16. Pretender / Official髭男dism,1:35:17,確認済み,,Pretender,Official髭男dism,Pretender / Official髭男dism,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】みんなのリクエスト歌っていく~！【茨むあん/新人VTuber】,804,シュガーソングとビターステップ,UNISON SQUARE GARDEN,,,17. シュガーソングとビターステップ[Sugar Song to Bitter Step] / UNISON SQUARE GARDEN,1:40:43,確認済み,,シュガーソングとビターステップ,UNISON SQUARE GARDEN,シュガーソングとビターステップ / UNISON SQUARE GARDEN,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】みんなのリクエスト歌っていく~！【茨むあん/新人VTuber】,805,地球最後の告白を,kemu,,,18. 地球最後の告白を[Chikyuu Saigo no Kokuhaku o] / kemu,1:45:05,確認済み,,地球最後の告白を,kemu,地球最後の告白を / kemu,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】みんなのリクエスト歌っていく~！【茨むあん/新人VTuber】,806,人工呼吸,傘村トータ,,,19. 人工呼吸[Jinkou Kokyuu] / 傘村トータ,1:56:54,確認済み,,人工呼吸,傘村トータ,人工呼吸 / 傘村トータ,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】みんなのリクエスト歌っていく~！【茨むあん/新人VTuber】,807,花に亡霊,ヨルシカ,,,20. 花に亡霊[Ghost In A Flower] / ヨルシカ,2:02:34,確認済み,,花に亡霊,ヨルシカ,花に亡霊 / ヨルシカ,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】みんなのリクエスト歌っていく~！【茨むあん/新人VTuber】,808,丸の内サディスティック,椎名 林檎,,,21. 丸の内サディスティック[Marunouchi Sadistic] / 椎名 林檎,2:06:43,確認済み,,丸の内サディスティック,椎名 林檎,丸の内サディスティック / 椎名 林檎,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】みんなのリクエスト歌っていく~！【茨むあん/新人VTuber】,809,ワールドイズマイン,supercell,,,22. ワールドイズマイン[The World Is Mine] / supercell,2:11:34,確認済み,,ワールドイズマイン,supercell,ワールドイズマイン / supercell,,未投入
2021/09/23,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】みんなのリクエスト歌っていく~！【茨むあん/新人VTuber】,810,私、アイドル宣言,CHiCO with HoneyWorks,,,"23. 私、アイドル宣言[Watashi, Idol Sengen] / CHiCO with HoneyWorks",2:20:09,確認済み,,私、アイドル宣言,CHiCO with HoneyWorks,私、アイドル宣言 / CHiCO with HoneyWorks,,未投入
2021/09/24,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】げ！！！！！！！【茨むあん/新人VTuber】,811,病名恋ワズライ,HoneyWorks,,,01. 病名恋ワズライ[Byoumei Koi Wazurai] / HoneyWorks,0:07:22,確認済み,,病名恋ワズライ,HoneyWorks,病名恋ワズライ / HoneyWorks,,未投入
2021/09/24,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】げ！！！！！！！【茨むあん/新人VTuber】,812,キュートなカノジョ,syudou,,,02. キュートなカノジョ[Kyuuto na Kanojo] / syudou,0:21:41,確認済み,,キュートなカノジョ,syudou,キュートなカノジョ / syudou,,未投入
2021/09/24,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】げ！！！！！！！【茨むあん/新人VTuber】,813,ANIMA,ReoNa,,,03. ANIMA / ReoNa,0:26:21,確認済み,,ANIMA,ReoNa,ANIMA / ReoNa,,未投入
2021/09/24,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】げ！！！！！！！【茨むあん/新人VTuber】,814,踊,Ado,,,04. 踊[Odo] / Ado,0:33:35,確認済み,,踊,Ado,踊 / Ado,,未投入
2021/09/24,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】げ！！！！！！！【茨むあん/新人VTuber】,815,レディメイド,Ado,,,05. レディメイド[Ready Made] / Ado,0:39:29,確認済み,,レディメイド,Ado,レディメイド / Ado,,未投入
2021/09/24,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】げ！！！！！！！【茨むあん/新人VTuber】,816,ないものねだり,KANA-BOON,,,06. ないものねだり[Naimononedari] / KANA-BOON,0:46:03,確認済み,,ないものねだり,KANA-BOON,ないものねだり / KANA-BOON,,未投入
