配信日,開始時刻,歌枠URL,枠タイトル,曲順,曲名,アーティスト名,キー,ジャンル,セトリ原文,タイムスタンプ,確認状態,備考,正規化曲名,正規化アーティスト,曲キー,重複チェック,D1投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,82,ヴァンパイア,DECO*27,,,31. ヴァンパイア[Vampire] / DECO*27,1:09:43,確認済み,,ヴァンパイア,DECO*27,ヴァンパイア / DECO*27,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,83,右肩の蝶,のりP,,,32. 右肩の蝶[Migikata no Chou] / のりP,1:11:13,確認済み,,右肩の蝶,のりP,右肩の蝶 / のりP,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,84,このピアノでお前を8759632145回ぶん殴る,SLAVE.V-V-R,,,33. このピアノでお前を8759632145回ぶん殴る[Kono Piano de Omae o 8759632145kai Bunnaguru] / SLAVE.V-V-R,1:13:00,確認済み,,このピアノでお前を8759632145回ぶん殴る,SLAVE.V-V-R,このピアノでお前を8759632145回ぶん殴る / SLAVE.V-V-R,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,85,ロストワンの号哭,Neru,,,34. ロストワンの号哭[Lost One no Goukoku] / Neru,1:14:42,確認済み,,ロストワンの号哭,Neru,ロストワンの号哭 / Neru,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,86,ヒバナ,DECO*27,,,35. ヒバナ[Hibana] / DECO*27,1:16:17,確認済み,,ヒバナ,DECO*27,ヒバナ / DECO*27,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,87,ゴーストルール,DECO*27,,,36. ゴーストルール[Ghost Rule] / DECO*27,1:17:27,確認済み,,ゴーストルール,DECO*27,ゴーストルール / DECO*27,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,88,プロトディスコ,ぬゆり,,,37. プロトディスコ[Proto Disco] / ぬゆり,1:18:36,確認済み,,プロトディスコ,ぬゆり,プロトディスコ / ぬゆり,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,89,オートファジー,柊キライ,,,38. オートファジー[Autophagy] / 柊キライ,1:20:22,確認済み,,オートファジー,柊キライ,オートファジー / 柊キライ,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,90,エバ,柊キライ,,,39. エバ[Eva] / 柊キライ,1:21:39,確認済み,,エバ,柊キライ,エバ / 柊キライ,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,91,ねぇ、どろどろさん,YASUHIRO(康寛),,,"40. ねぇ、どろどろさん[Nee, Dorodoro san] / YASUHIRO(康寛)",1:23:07,確認済み,,ねぇ、どろどろさん,YASUHIRO(康寛),ねぇ、どろどろさん / YASUHIRO(康寛),,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,92,悪魔の踊り方,こんにちは谷田さん(キタニタツヤ),,,41. 悪魔の踊り方[Akuma no Odorikata] / こんにちは谷田さん(キタニタツヤ),1:24:41,確認済み,,悪魔の踊り方,こんにちは谷田さん(キタニタツヤ),悪魔の踊り方 / こんにちは谷田さん(キタニタツヤ),,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,93,失楽ペトリ,ナナホシ管弦楽団,,,42. 失楽ペトリ[Shitsuraku Petri] / ナナホシ管弦楽団,1:26:10,確認済み,,失楽ペトリ,ナナホシ管弦楽団,失楽ペトリ / ナナホシ管弦楽団,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,94,ブリキノダンス,日向電工,,,43. ブリキノダンス[Buriki no Dance] / 日向電工,1:27:43,確認済み,,ブリキノダンス,日向電工,ブリキノダンス / 日向電工,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,95,妄想感傷代償連盟,DECO*27,,,44. 妄想感傷代償連盟[Mousou Kanshou Daishou Renmei] / DECO*27,1:29:27,確認済み,,妄想感傷代償連盟,DECO*27,妄想感傷代償連盟 / DECO*27,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,96,千本桜,黒うさP,,,45. 千本桜[Senbonzakura] / 黒うさP,1:31:24,確認済み,,千本桜,黒うさP,千本桜 / 黒うさP,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,97,ニア,夏代孝明,,,46. ニア[Nia] / 夏代孝明,1:50:32,確認済み,,ニア,夏代孝明,ニア / 夏代孝明,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,98,プラネタリウムの真実,夏代孝明,,,47. プラネタリウムの真実[Planetarium no Shinjitsu] / 夏代孝明,1:52:53,確認済み,,プラネタリウムの真実,夏代孝明,プラネタリウムの真実 / 夏代孝明,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,99,flos,R Sound Design,,,48. flos / R Sound Design,1:54:42,確認済み,,flos,R Sound Design,flos / R Sound Design,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,100,初めての恋が終わる時,ryo,,,49. 初めての恋が終わる時[Hajimete no Koi ga Owaru Toki] / ryo,1:56:45,確認済み,,初めての恋が終わる時,ryo,初めての恋が終わる時 / ryo,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,101,メリュー,n-buna,,,50. メリュー[Mairieux] / n-buna,1:58:50,確認済み,,メリュー,n-buna,メリュー / n-buna,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,102,メルト,ryo,,,51. メルト[Melt] / ryo,2:01:08,確認済み,,メルト,ryo,メルト / ryo,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,103,翡翠のまち,メル,,,52. 翡翠のまち[Hisui no Machi] / メル,2:03:02,確認済み,,翡翠のまち,メル,翡翠のまち / メル,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,104,ジェヘナ,wotaku,,,53. ジェヘナ[Gehenna] / wotaku,2:04:10,確認済み,,ジェヘナ,wotaku,ジェヘナ / wotaku,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,105,林檎売りの泡沫少女,yukkedoluce,,,54. 林檎売りの泡沫少女[Ringo uri no Utakata Shoujo] / yukkedoluce,2:05:47,確認済み,,林檎売りの泡沫少女,yukkedoluce,林檎売りの泡沫少女 / yukkedoluce,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,106,心とかいう名前の未発見の臓器の機能についての考察,adstlaxy,,,55. 心とかいう名前の未発見の臓器の機能についての考察[Kokoro toka Iu Namae no Mihakken no Zouki no Kinou ni Tsuite no Kousatsu] / adstlaxy,2:08:03,確認済み,,心とかいう名前の未発見の臓器の機能についての考察,adstlaxy,心とかいう名前の未発見の臓器の機能についての考察 / adstlaxy,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,107,ワールド・ランプシェード,BuzzG,,,56. ワールド・ランプシェード[World Lampshade] / BuzzG,2:09:39,確認済み,,ワールド・ランプシェード,BuzzG,ワールド・ランプシェード / BuzzG,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,108,帝国少女,R Sound Design,,,57. 帝国少女[Teikoku Shoujo] / R Sound Design,2:11:47,確認済み,,帝国少女,R Sound Design,帝国少女 / R Sound Design,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,109,夜行性ハイズ,DECO*27,,,58. 夜行性ハイズ[Nocturnal Kids] / DECO*27,2:13:39,確認済み,,夜行性ハイズ,DECO*27,夜行性ハイズ / DECO*27,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,110,天ノ弱,164,,,59. 天ノ弱[Amanojaku] / 164,2:15:32,確認済み,,天ノ弱,164,天ノ弱 / 164,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,111,ターミナル,ぬゆり,,,60. ターミナル[Terminal] / ぬゆり,2:17:05,確認済み,,ターミナル,ぬゆり,ターミナル / ぬゆり,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,112,Calc.,ジミーサムP,,,61. Calc. / ジミーサムP,2:19:03,確認済み,,Calc.,ジミーサムP,Calc. / ジミーサムP,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,113,アンハッピーリフレイン,wowaka,,,62. アンハッピーリフレイン[Unhappy Refrain] / wowaka,2:28:41,確認済み,,アンハッピーリフレイン,wowaka,アンハッピーリフレイン / wowaka,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,114,恋愛フィロソフィア,黒うさP,,,63. 恋愛フィロソフィア[Ren'ai Philosophia] / 黒うさP,2:30:48,確認済み,,恋愛フィロソフィア,黒うさP,恋愛フィロソフィア / 黒うさP,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,115,うそつき,めざめP,,,64. うそつき[Usotsuki] / めざめP,2:32:02,確認済み,,うそつき,めざめP,うそつき / めざめP,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,116,妄想税,DECO*27,,,65. 妄想税[Mousou Zei] / DECO*27,2:32:50,確認済み,,妄想税,DECO*27,妄想税 / DECO*27,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,117,乙女解剖,DECO*27,,,66. 乙女解剖[Otome Kaibou] / DECO*27,2:34:38,確認済み,,乙女解剖,DECO*27,乙女解剖 / DECO*27,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,118,アルカリレットウセイ,かいりきベア,,,67. アルカリレットウセイ[Alkali Rettousei] / かいりきベア,2:36:27,確認済み,,アルカリレットウセイ,かいりきベア,アルカリレットウセイ / かいりきベア,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,119,白い雪のプリンセスは,のぼる↑,,,68. 白い雪のプリンセスは[Shiroi Yuki no Purinsesu wa] / のぼる↑,2:38:01,確認済み,,白い雪のプリンセスは,のぼる↑,白い雪のプリンセスは / のぼる↑,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,120,ロミオとシンデレラ,doriko,,,69. ロミオとシンデレラ[Romeo to Cinderella] / doriko,2:39:48,確認済み,,ロミオとシンデレラ,doriko,ロミオとシンデレラ / doriko,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,121,ワールドイズマイン,supercell,,,70. ワールドイズマイン[The World Is Mine] / supercell,2:41:41,確認済み,,ワールドイズマイン,supercell,ワールドイズマイン / supercell,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,122,メランコリック,Junky,,,71. メランコリック[Melancholic] / Junky,2:43:35,確認済み,,メランコリック,Junky,メランコリック / Junky,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,123,おじゃま虫,DECO*27,,,72. おじゃま虫[Ojama mushi] / DECO*27,2:45:39,確認済み,,おじゃま虫,DECO*27,おじゃま虫 / DECO*27,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,124,〇〇〇〇〇,やいり,,,73. 〇〇〇〇〇 / やいり,2:47:15,確認済み,,〇〇〇〇〇,やいり,〇〇〇〇〇 / やいり,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,125,ツギハギスタッカート,とあ,,,74. ツギハギスタッカート[Tsugihagi Staccato] / とあ,2:49:05,確認済み,,ツギハギスタッカート,とあ,ツギハギスタッカート / とあ,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,126,恋の魔法,TOKOTOKO(西沢さんP),,,75. 恋の魔法[Koi no mahou] / TOKOTOKO(西沢さんP),2:50:44,確認済み,,恋の魔法,TOKOTOKO(西沢さんP),恋の魔法 / TOKOTOKO(西沢さんP),,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,127,1925,冨田悠斗(とみー/T-POCKET),,,76. 1925 / 冨田悠斗(とみー/T-POCKET),2:52:13,確認済み,,1925,冨田悠斗(とみー/T-POCKET),1925 / 冨田悠斗(とみー/T-POCKET),,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,128,ルマ,かいりきベア,,,77. ルマ[Ruma] / かいりきベア,2:55:28,確認済み,,ルマ,かいりきベア,ルマ / かいりきベア,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,129,砂の惑星,ハチ,,,78. 砂の惑星[Suna no Wakusei] / ハチ,3:02:38,確認済み,,砂の惑星,ハチ,砂の惑星 / ハチ,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,130,とても素敵な六月でした,Eight,,,79. とても素敵な六月でした[Totemo Suteki na Rokugatsu Deshita] / Eight,3:06:39,確認済み,,とても素敵な六月でした,Eight,とても素敵な六月でした / Eight,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,131,夏の半券,みきとP,,,80. 夏の半券[Natsu no Hanken] / みきとP,3:13:40,確認済み,,夏の半券,みきとP,夏の半券 / みきとP,,未投入
2021/06/18,,https://www.youtube.com/watch?v=TZnxIV8-Lvk,【ボカロ100曲耐久歌枠】BGMになりますのん【茨むあん/新人VTuber】ワンコーラス,132,ゆるふわ樹海ガール,石風呂,,,81. ゆるふわ樹海ガール[Yurufuwa Jukai Girl] / 石風呂,3:19:06,確認済み,,ゆるふわ樹海ガール,石風呂,ゆるふわ樹海ガール / 石風呂,,未投入
